week_start_date,ward_id,reported_cases,turbidity,ecoli_index,rainfall_mm,sanitation_index,population,monsoon_flag,outbreak_next_week
2024-06-24,W14,21,23.8,8.27,28.47,0.829,26877,1,0.0
2024-06-24,W15,25,17.25,5.72,43.91,0.531,34494,1,0.0
2024-06-24,W16,31,22.36,8.93,56.59,0.543,23529,1,1.0
2024-06-24,W17,18,10.81,4.57,36.59,0.544,21331,1,0.0
2024-06-24,W18,49,19.66,8.19,73.04,0.505,40882,1,1.0
2024-06-24,W19,33,16.96,7.67,32.68,0.502,23003,1,0.0
2024-06-24,W20,26,18.43,6.77,62.73,0.777,37681,1,1.0
2024-06-24,W21,22,16.97,6.67,35.16,0.82,27539,1,0.0
2024-06-24,W22,29,18.39,7.51,24.34,0.329,34488,1,0.0
2024-06-24,W23,31,41.3,10.0,57.39,0.587,34115,1,0.0
2024-06-24,W24,23,20.73,8.36,35.44,0.737,29948,1,1.0
2024-06-24,W25,12,8.43,4.36,76.32,0.77,20152,1,0.0
2024-06-24,W26,27,27.18,10.0,29.1,0.571,42728,1,0.0
2024-06-24,W27,28,12.21,4.97,167.93,0.743,35597,1,0.0
2024-06-24,W28,10,9.71,4.27,23.96,0.764,21681,1,0.0
2024-06-24,W29,15,23.41,9.91,61.02,0.743,32388,1,0.0
2024-06-24,W30,32,14.94,5.13,68.08,0.722,32225,1,0.0
2024-06-24,W31,23,20.74,8.46,24.81,0.746,24215,1,0.0
2024-06-24,W32,14,10.81,3.16,63.73,0.914,32799,1,0.0
2024-06-24,W33,18,11.51,6.48,59.15,0.492,16306,1,0.0
2024-06-24,W34,36,21.64,8.94,53.06,0.374,22526,1,0.0
2024-06-24,W35,32,27.96,10.0,52.31,0.452,28545,1,0.0
2024-06-24,W36,40,8.38,3.36,79.0,0.616,32879,1,0.0
2024-06-24,W37,58,24.5,10.0,81.59,0.413,32675,1,1.0
2024-06-24,W38,29,15.23,5.77,266.59,0.574,32082,1,0.0
2024-06-24,W39,14,24.01,8.44,59.75,0.709,20855,1,1.0
2024-06-24,W40,37,12.33,5.93,87.3,0.502,33091,1,0.0
2024-06-24,W41,16,16.09,6.28,75.11,0.643,34894,1,1.0
2024-06-24,W42,18,20.85,9.24,31.81,0.512,17327,1,0.0
2024-06-24,W43,36,28.69,10.0,47.83,0.341,26774,1,0.0
2024-06-24,W44,17,24.73,10.0,91.84,0.613,26589,1,0.0
2024-06-24,W45,41,15.77,7.35,185.43,0.307,29243,1,0.0
2024-06-24,W46,27,32.4,10.0,61.15,0.634,23284,1,0.0
2024-06-24,W47,9,11.69,5.28,75.77,0.893,22600,1,0.0
2024-06-24,W48,18,10.78,4.0,55.17,0.924,38034,1,0.0
2024-06-24,W49,36,22.44,9.17,87.88,0.661,37797,1,0.0
2024-06-24,W50,32,17.65,7.27,76.26,0.409,28168,1,0.0
2024-06-24,W51,34,13.58,6.0,46.73,0.697,34492,1,0.0
2024-06-24,W52,28,14.73,6.53,54.8,0.627,24874,1,0.0
2024-06-24,W53,26,35.39,10.0,66.45,0.683,27183,1,0.0
2024-06-24,W54,47,26.23,10.0,39.73,0.468,30586,1,0.0
2024-06-24,W55,27,18.69,9.11,36.25,0.372,17961,1,0.0
2024-06-24,W56,47,21.77,9.01,33.11,0.401,32340,1,0.0
2024-06-24,W57,26,23.35,10.0,37.43,0.465,18987,1,1.0
2024-06-24,W58,20,11.52,4.73,36.67,0.556,19735,1,0.0
2024-06-24,W59,32,18.84,7.53,88.0,0.413,34830,1,0.0
2024-06-24,W60,15,9.86,3.94,46.35,0.701,23754,1,0.0
2024-06-24,W61,22,11.33,5.78,23.68,0.522,22022,1,0.0
2024-06-24,W62,24,13.54,5.74,42.8,0.8,36329,1,0.0
2024-06-24,W63,33,24.77,9.09,64.1,0.934,43665,1,0.0
2024-06-24,W64,9,10.42,3.67,75.25,0.925,20878,1,0.0
2024-06-24,W65,24,12.51,5.31,45.56,0.943,44920,1,0.0
2024-06-24,W66,15,13.84,4.51,28.79,0.898,23367,1,0.0
2024-06-24,W67,32,26.18,9.76,36.06,0.738,21860,1,1.0
2024-06-24,W68,41,14.4,7.64,31.07,0.634,44352,1,0.0
2024-06-24,W69,21,6.59,3.1,32.06,0.689,23411,1,0.0
2024-06-24,W70,50,18.02,8.77,30.72,0.648,30024,1,0.0
2024-06-24,W71,30,16.49,5.77,41.78,0.664,20801,1,0.0
2024-06-24,W72,26,15.88,7.38,71.12,0.337,23716,1,0.0
2024-06-24,W73,16,7.01,4.45,56.91,0.332,17368,1,0.0
2024-06-24,W74,22,14.53,6.6,34.5,0.56,28403,1,0.0
2024-06-24,W75,30,18.29,6.9,64.94,0.742,31958,1,0.0
2024-06-24,W76,25,18.43,7.82,24.05,0.317,24907,1,1.0
2024-06-24,W77,20,11.18,3.68,55.98,0.673,30328,1,0.0
2024-06-24,W78,27,25.15,10.0,74.25,0.387,15876,1,0.0
2024-06-24,W79,23,34.48,10.0,63.93,0.627,22079,1,1.0
2024-06-24,W80,62,15.42,6.5,96.81,0.614,43000,1,0.0
2024-06-24,W81,41,16.3,6.78,39.35,0.627,26230,1,1.0
2024-06-24,W82,26,21.84,8.22,21.87,0.75,44488,1,0.0
2024-06-24,W83,22,12.42,3.64,34.98,0.755,41464,1,0.0
2024-06-24,W84,25,20.02,8.43,66.2,0.927,36107,1,0.0
2024-06-24,W85,19,23.14,9.93,98.99,0.496,24662,1,0.0
2024-06-24,W86,9,14.67,6.56,110.92,0.371,16679,1,0.0
2024-06-24,W87,33,20.87,9.64,41.1,0.321,24435,1,1.0
2024-06-24,W88,37,15.75,7.17,53.78,0.344,26151,1,0.0
2024-06-24,W89,30,19.44,8.72,42.38,0.479,19452,1,1.0
2024-06-24,W90,31,14.55,6.99,56.3,0.417,17849,1,0.0
2024-06-24,W91,16,26.12,8.85,71.79,0.685,24823,1,0.0
2024-06-24,W92,22,38.83,10.0,55.44,0.725,34223,1,0.0
2024-06-24,W93,9,23.99,9.33,41.36,0.559,15851,1,0.0
2024-06-24,W94,19,10.66,4.86,36.08,0.665,19000,1,0.0
2024-06-24,W95,13,18.26,7.27,46.56,0.593,20536,1,0.0
2024-06-24,W96,33,12.67,5.05,61.85,0.47,20726,1,0.0
2024-06-24,W97,22,18.73,8.81,66.21,0.607,31281,1,0.0
2024-06-24,W98,17,11.04,3.72,43.05,0.612,18267,1,0.0
2024-06-24,W99,21,21.56,9.34,91.17,0.631,22543,1,1.0
2024-06-24,W100,21,27.44,10.0,57.34,0.491,26657,1,0.0
2024-07-01,W01,10,25.37,9.62,208.85,0.833,40033,1,1.0
2024-07-01,W02,24,10.59,4.57,20.75,0.555,27644,1,0.0
2024-07-01,W03,27,16.66,7.32,47.57,0.55,34271,1,0.0
2024-07-01,W04,25,14.1,6.01,169.43,0.564,22662,1,0.0
2024-07-01,W05,22,12.81,4.68,72.28,0.494,21396,1,0.0
2024-07-01,W06,33,11.7,6.08,42.2,0.431,33431,1,0.0
2024-07-01,W07,31,9.69,4.39,31.06,0.578,34118,1,0.0
2024-07-01,W08,41,22.71,10.0,18.0,0.321,32912,1,0.0
2024-07-01,W09,55,36.16,10.0,79.11,0.306,29502,1,0.0
2024-07-01,W10,32,16.53,6.32,50.38,0.607,32802,1,0.0
2024-07-01,W11,34,11.29,5.16,70.11,0.673,40023,1,0.0
2024-07-01,W12,24,9.89,4.76,45.12,0.732,21560,1,0.0
2024-07-01,W13,26,17.68,6.76,37.17,0.699,36942,1,1.0
2024-07-01,W14,21,11.62,4.22,51.61,0.829,26877,1,0.0
2024-07-01,W15,27,12.62,4.95,45.31,0.531,34494,1,0.0
2024-07-01,W16,43,18.42,7.52,44.48,0.543,23529,1,0.0
2024-07-01,W17,18,9.11,4.58,86.65,0.544,21331,1,0.0
2024-07-01,W18,60,20.46,8.71,23.0,0.505,40882,1,0.0
2024-07-01,W19,28,13.64,6.68,68.4,0.502,23003,1,0.0
2024-07-01,W20,40,17.39,7.14,20.15,0.777,37681,1,0.0
2024-07-01,W21,20,12.73,4.22,81.2,0.82,27539,1,0.0
2024-07-01,W22,37,9.2,4.64,37.62,0.329,34488,1,0.0
2024-07-01,W23,45,19.37,8.02,46.45,0.587,34115,1,0.0
2024-07-01,W24,37,12.9,5.18,178.43,0.737,29948,1,0.0
2024-07-01,W25,14,19.33,8.25,34.21,0.77,20152,1,0.0
2024-07-01,W26,44,12.51,6.56,49.45,0.571,42728,1,0.0
2024-07-01,W27,24,28.35,10.0,54.98,0.743,35597,1,0.0
2024-07-01,W28,9,5.87,2.63,79.01,0.764,21681,1,0.0
2024-07-01,W29,34,20.95,7.76,22.07,0.743,32388,1,0.0
2024-07-01,W30,22,21.63,8.5,74.22,0.722,32225,1,1.0
2024-07-01,W31,20,9.74,4.97,73.86,0.746,24215,1,0.0
2024-07-01,W32,9,13.16,4.52,67.59,0.914,32799,1,0.0
2024-07-01,W33,11,22.83,9.59,69.91,0.492,16306,1,0.0
2024-07-01,W34,28,16.8,8.38,32.13,0.374,22526,1,0.0
2024-07-01,W35,39,26.23,10.0,61.11,0.452,28545,1,0.0
2024-07-01,W36,19,16.7,6.87,78.34,0.616,32879,1,0.0
2024-07-01,W37,59,24.03,9.77,64.87,0.413,32675,1,0.0
2024-07-01,W38,22,37.92,10.0,84.24,0.574,32082,1,1.0
2024-07-01,W39,23,11.7,6.14,35.15,0.709,20855,1,0.0
2024-07-01,W40,35,24.08,9.53,186.8,0.502,33091,1,1.0
2024-07-01,W41,33,16.12,5.72,23.66,0.643,34894,1,0.0
2024-07-01,W42,29,18.59,9.04,40.6,0.512,17327,1,1.0
2024-07-01,W43,41,20.16,8.61,85.13,0.341,26774,1,0.0
2024-07-01,W44,28,28.53,10.0,184.05,0.613,26589,1,0.0
2024-07-01,W45,39,36.47,10.0,62.94,0.307,29243,1,1.0
2024-07-01,W46,23,24.45,10.0,52.28,0.634,23284,1,0.0
2024-07-01,W47,16,18.98,8.49,23.58,0.893,22600,1,1.0
2024-07-01,W48,15,16.12,5.64,68.09,0.924,38034,1,0.0
2024-07-01,W49,44,34.49,10.0,29.81,0.661,37797,1,1.0
2024-07-01,W50,39,15.28,7.48,62.29,0.409,28168,1,0.0
2024-07-01,W51,17,11.02,5.16,42.24,0.697,34492,1,1.0
2024-07-01,W52,22,20.03,8.15,35.81,0.627,24874,1,1.0
2024-07-01,W53,39,28.63,10.0,54.37,0.683,27183,1,0.0
2024-07-01,W54,43,21.41,9.42,72.14,0.468,30586,1,0.0
2024-07-01,W55,26,13.62,7.25,72.41,0.372,17961,1,0.0
2024-07-01,W56,49,14.48,7.12,30.0,0.401,32340,1,0.0
2024-07-01,W57,33,15.52,7.13,56.34,0.465,18987,1,0.0
2024-07-01,W58,16,8.38,4.38,72.2,0.556,19735,1,0.0
2024-07-01,W59,55,23.77,10.0,20.52,0.413,34830,1,1.0
2024-07-01,W60,11,14.27,5.93,65.63,0.701,23754,1,0.0
2024-07-01,W61,27,8.68,4.26,36.98,0.522,22022,1,0.0
2024-07-01,W62,10,16.68,6.7,89.27,0.8,36329,1,0.0
2024-07-01,W63,36,25.75,9.33,29.32,0.934,43665,1,1.0
2024-07-01,W64,15,18.11,6.26,37.3,0.925,20878,1,1.0
2024-07-01,W65,20,9.7,4.1,68.44,0.943,44920,1,0.0
2024-07-01,W66,7,8.11,2.55,311.9,0.898,23367,1,0.0
2024-07-01,W67,30,12.98,5.53,36.7,0.738,21860,1,0.0
2024-07-01,W68,44,12.88,5.79,77.45,0.634,44352,1,0.0
2024-07-01,W69,9,7.68,3.89,27.6,0.689,23411,1,0.0
2024-07-01,W70,33,13.65,6.07,44.99,0.648,30024,1,0.0
2024-07-01,W71,22,16.97,7.55,32.42,0.664,20801,1,0.0
2024-07-01,W72,34,15.45,8.0,68.19,0.337,23716,1,0.0
2024-07-01,W73,21,12.91,6.16,35.87,0.332,17368,1,0.0
2024-07-01,W74,32,12.31,5.06,73.69,0.56,28403,1,0.0
2024-07-01,W75,37,21.22,8.37,83.16,0.742,31958,1,1.0
2024-07-01,W76,46,8.2,4.31,32.39,0.317,24907,1,0.0
2024-07-01,W77,21,11.46,4.82,73.55,0.673,30328,1,0.0
2024-07-01,W78,22,20.92,10.0,39.27,0.387,15876,1,1.0
2024-07-01,W79,38,28.51,10.0,84.3,0.627,22079,1,0.0
2024-07-01,W80,35,20.3,8.72,21.16,0.614,43000,1,1.0
2024-07-01,W81,37,9.05,3.47,26.79,0.627,26230,1,0.0
2024-07-01,W82,37,8.06,3.64,72.28,0.75,44488,1,0.0
2024-07-01,W83,27,8.34,3.54,62.34,0.755,41464,1,0.0
2024-07-01,W84,26,16.7,6.25,25.41,0.927,36107,1,0.0
2024-07-01,W85,24,31.57,10.0,37.42,0.496,24662,1,0.0
2024-07-01,W86,18,22.35,9.04,172.45,0.371,16679,1,1.0
2024-07-01,W87,51,9.84,5.36,180.99,0.321,24435,1,0.0
2024-07-01,W88,31,17.02,8.26,46.9,0.344,26151,1,0.0
2024-07-01,W89,30,15.36,6.69,20.71,0.479,19452,1,0.0
2024-07-01,W90,23,14.24,6.31,42.85,0.417,17849,1,0.0
2024-07-01,W91,21,19.06,7.05,41.92,0.685,24823,1,1.0
2024-07-01,W92,42,23.53,9.4,68.75,0.725,34223,1,0.0
2024-07-01,W93,21,10.99,5.26,42.98,0.559,15851,1,0.0
2024-07-01,W94,15,13.21,6.16,59.89,0.665,19000,1,0.0
2024-07-01,W95,12,12.17,4.86,44.46,0.593,20536,1,0.0
2024-07-01,W96,11,13.31,5.91,28.55,0.47,20726,1,1.0
2024-07-01,W97,28,15.23,5.93,84.21,0.607,31281,1,0.0
2024-07-01,W98,9,11.75,4.4,64.79,0.612,18267,1,0.0
2024-07-01,W99,29,26.67,10.0,28.2,0.631,22543,1,0.0
2024-07-01,W100,34,16.78,7.54,16.78,0.491,26657,1,0.0
2024-07-08,W01,52,39.82,10.0,32.15,0.833,40033,1,1.0
2024-07-08,W02,25,8.37,3.65,40.59,0.555,27644,1,0.0
2024-07-08,W03,29,14.83,7.76,50.0,0.55,34271,1,0.0
2024-07-08,W04,20,28.82,10.0,30.19,0.564,22662,1,1.0
2024-07-08,W05,17,14.74,7.02,72.59,0.494,21396,1,0.0
2024-07-08,W06,32,11.81,4.92,27.27,0.431,33431,1,0.0
2024-07-08,W07,20,7.88,4.64,90.65,0.578,34118,1,0.0
2024-07-08,W08,48,10.8,6.09,22.02,0.321,32912,1,0.0
2024-07-08,W09,55,36.16,10.0,21.24,0.306,29502,1,1.0
2024-07-08,W10,34,11.06,4.94,55.21,0.607,32802,1,0.0
2024-07-08,W11,24,16.04,5.74,41.39,0.673,40023,1,1.0
2024-07-08,W12,14,11.38,4.82,79.54,0.732,21560,1,0.0
2024-07-08,W13,41,9.41,4.5,44.71,0.699,36942,1,0.0
2024-07-08,W14,9,16.65,5.2,77.38,0.829,26877,1,0.0
2024-07-08,W15,25,11.1,5.23,191.68,0.531,34494,1,0.0
2024-07-08,W16,27,14.72,6.52,65.99,0.543,23529,1,0.0
2024-07-08,W17,19,19.02,5.75,83.8,0.544,21331,1,1.0
2024-07-08,W18,54,11.32,5.04,87.41,0.505,40882,1,0.0
2024-07-08,W19,17,23.51,9.55,41.79,0.502,23003,1,0.0
2024-07-08,W20,34,8.01,3.52,74.84,0.777,37681,1,0.0
2024-07-08,W21,16,23.11,10.0,38.57,0.82,27539,1,1.0
2024-07-08,W22,19,10.66,5.85,59.05,0.329,34488,1,0.0
2024-07-08,W23,31,17.47,7.73,20.62,0.587,34115,1,0.0
2024-07-08,W24,21,41.08,10.0,23.95,0.737,29948,1,1.0
2024-07-08,W25,18,11.43,4.47,74.95,0.77,20152,1,0.0
2024-07-08,W26,35,18.55,7.21,76.6,0.571,42728,1,0.0
2024-07-08,W27,33,14.65,4.13,49.7,0.743,35597,1,0.0
2024-07-08,W28,10,16.86,5.79,66.7,0.764,21681,1,1.0
2024-07-08,W29,25,7.89,4.33,55.54,0.743,32388,1,0.0
2024-07-08,W30,49,23.83,8.46,70.21,0.722,32225,1,1.0
2024-07-08,W31,8,23.69,8.73,80.21,0.746,24215,1,0.0
2024-07-08,W32,16,15.07,5.47,58.91,0.914,32799,1,0.0
2024-07-08,W33,24,24.51,10.0,67.28,0.492,16306,1,0.0
2024-07-08,W34,38,12.87,6.21,39.46,0.374,22526,1,0.0
2024-07-08,W35,44,27.68,10.0,85.49,0.452,28545,1,0.0
2024-07-08,W36,30,17.26,6.93,32.46,0.616,32879,1,1.0
2024-07-08,W37,45,17.7,8.41,64.93,0.413,32675,1,0.0
2024-07-08,W38,46,24.2,9.11,86.46,0.574,32082,1,1.0
2024-07-08,W39,14,8.58,3.64,40.63,0.709,20855,1,0.0
2024-07-08,W40,60,37.33,10.0,69.73,0.502,33091,1,1.0
2024-07-08,W41,26,9.87,2.62,54.74,0.643,34894,1,0.0
2024-07-08,W42,33,22.11,9.16,152.4,0.512,17327,1,0.0
2024-07-08,W43,40,27.9,10.0,55.2,0.341,26774,1,0.0
2024-07-08,W44,25,41.95,10.0,72.12,0.613,26589,1,1.0
2024-07-08,W45,56,19.23,9.04,60.94,0.307,29243,1,0.0
2024-07-08,W46,13,24.43,10.0,144.63,0.634,23284,1,0.0
2024-07-08,W47,26,7.54,3.47,53.73,0.893,22600,1,0.0
2024-07-08,W48,14,20.05,7.54,83.22,0.924,38034,1,1.0
2024-07-08,W49,61,15.95,7.23,38.62,0.661,37797,1,0.0
2024-07-08,W50,34,14.61,6.06,62.62,0.409,28168,1,0.0
2024-07-08,W51,31,7.97,4.28,53.31,0.697,34492,1,0.0
2024-07-08,W52,36,14.11,5.28,71.68,0.627,24874,1,0.0
2024-07-08,W53,36,25.66,9.75,40.61,0.683,27183,1,1.0
2024-07-08,W54,45,33.47,10.0,65.38,0.468,30586,1,0.0
2024-07-08,W55,23,20.01,9.72,73.08,0.372,17961,1,0.0
2024-07-08,W56,47,14.43,6.72,41.89,0.401,32340,1,0.0
2024-07-08,W57,22,20.87,8.81,60.71,0.465,18987,1,1.0
2024-07-08,W58,9,16.87,6.37,78.57,0.556,19735,1,1.0
2024-07-08,W59,68,8.72,5.34,56.03,0.413,34830,1,0.0
2024-07-08,W60,26,17.53,7.19,71.8,0.701,23754,1,0.0
2024-07-08,W61,21,10.09,5.04,40.97,0.522,22022,1,0.0
2024-07-08,W62,33,26.0,9.1,61.68,0.8,36329,1,0.0
2024-07-08,W63,41,13.66,4.51,88.56,0.934,43665,1,0.0
2024-07-08,W64,18,11.55,4.34,68.03,0.925,20878,1,0.0
2024-07-08,W65,16,13.19,4.25,21.09,0.943,44920,1,0.0
2024-07-08,W66,3,26.16,10.0,74.97,0.898,23367,1,1.0
2024-07-08,W67,27,14.05,4.86,63.44,0.738,21860,1,1.0
2024-07-08,W68,37,20.96,8.68,82.65,0.634,44352,1,0.0
2024-07-08,W69,16,8.04,4.07,31.99,0.689,23411,1,0.0
2024-07-08,W70,28,16.87,7.08,45.78,0.648,30024,1,0.0
2024-07-08,W71,24,13.02,5.86,68.03,0.664,20801,1,0.0
2024-07-08,W72,32,15.6,6.93,18.39,0.337,23716,1,0.0
2024-07-08,W73,20,11.48,4.94,36.63,0.332,17368,1,0.0
2024-07-08,W74,25,19.49,8.27,49.69,0.56,28403,1,1.0
2024-07-08,W75,39,25.95,9.85,38.73,0.742,31958,1,0.0
2024-07-08,W76,16,9.54,4.7,85.39,0.317,24907,1,0.0
2024-07-08,W77,26,16.3,6.28,86.36,0.673,30328,1,1.0
2024-07-08,W78,37,16.19,6.43,68.29,0.387,15876,1,0.0
2024-07-08,W79,29,34.01,10.0,59.43,0.627,22079,1,0.0
2024-07-08,W80,63,6.52,2.96,46.72,0.614,43000,1,0.0
2024-07-08,W81,20,6.56,3.42,67.37,0.627,26230,1,0.0
2024-07-08,W82,22,19.07,7.41,45.78,0.75,44488,1,0.0
2024-07-08,W83,15,12.95,5.36,45.53,0.755,41464,1,0.0
2024-07-08,W84,23,7.37,3.3,23.74,0.927,36107,1,0.0
2024-07-08,W85,21,14.24,7.15,73.59,0.496,24662,1,0.0
2024-07-08,W86,30,30.58,10.0,84.73,0.371,16679,1,1.0
2024-07-08,W87,26,30.39,10.0,74.01,0.321,24435,1,1.0
2024-07-08,W88,40,17.56,6.85,30.26,0.344,26151,1,0.0
2024-07-08,W89,21,9.78,5.09,74.08,0.479,19452,1,0.0
2024-07-08,W90,15,11.86,5.51,49.15,0.417,17849,1,0.0
2024-07-08,W91,23,13.14,6.01,58.32,0.685,24823,1,0.0
2024-07-08,W92,37,29.02,10.0,53.32,0.725,34223,1,0.0
2024-07-08,W93,12,9.08,5.18,51.16,0.559,15851,1,0.0
2024-07-08,W94,16,18.58,9.32,92.03,0.665,19000,1,0.0
2024-07-08,W95,11,12.18,4.91,61.7,0.593,20536,1,1.0
2024-07-08,W96,30,8.77,3.97,34.0,0.47,20726,1,0.0
2024-07-08,W97,19,19.51,7.07,166.44,0.607,31281,1,1.0
2024-07-08,W98,19,14.64,7.05,92.09,0.612,18267,1,0.0
2024-07-08,W99,25,11.71,5.23,46.59,0.631,22543,1,0.0
2024-07-08,W100,31,9.17,4.95,94.24,0.491,26657,1,0.0
2024-07-15,W01,46,10.61,4.59,78.89,0.833,40033,1,0.0
2024-07-15,W02,19,8.77,5.0,42.24,0.555,27644,1,0.0
2024-07-15,W03,32,15.18,7.07,61.36,0.55,34271,1,0.0
2024-07-15,W04,25,8.97,3.99,235.45,0.564,22662,1,0.0
2024-07-15,W05,24,16.45,7.01,54.99,0.494,21396,1,0.0
2024-07-15,W06,32,7.35,5.04,70.91,0.431,33431,1,0.0
2024-07-15,W07,26,18.67,8.59,79.69,0.578,34118,1,1.0
2024-07-15,W08,34,12.39,5.97,55.2,0.321,32912,1,0.0
2024-07-15,W09,65,18.19,9.04,80.81,0.306,29502,1,0.0
2024-07-15,W10,32,13.69,5.17,75.42,0.607,32802,1,0.0
2024-07-15,W11,45,11.45,4.7,59.44,0.673,40023,1,0.0
2024-07-15,W12,12,16.21,7.42,27.71,0.732,21560,1,1.0
2024-07-15,W13,22,10.61,3.92,47.45,0.699,36942,1,0.0
2024-07-15,W14,18,24.18,9.55,47.51,0.829,26877,1,0.0
2024-07-15,W15,24,28.08,10.0,57.56,0.531,34494,1,1.0
2024-07-15,W16,26,19.96,7.45,68.39,0.543,23529,1,0.0
2024-07-15,W17,32,16.83,6.92,80.07,0.544,21331,1,1.0
2024-07-15,W18,36,24.0,10.0,81.62,0.505,40882,1,0.0
2024-07-15,W19,19,16.08,7.49,50.84,0.502,23003,1,0.0
2024-07-15,W20,18,19.5,7.48,28.06,0.777,37681,1,0.0
2024-07-15,W21,30,13.76,5.24,55.12,0.82,27539,1,0.0
2024-07-15,W22,38,15.3,7.16,76.6,0.329,34488,1,0.0
2024-07-15,W23,27,12.58,4.83,48.14,0.587,34115,1,0.0
2024-07-15,W24,48,9.7,5.15,43.28,0.737,29948,1,0.0
2024-07-15,W25,16,20.06,8.08,41.81,0.77,20152,1,0.0
2024-07-15,W26,57,25.44,9.63,23.01,0.571,42728,1,0.0
2024-07-15,W27,24,10.89,4.55,79.29,0.743,35597,1,0.0
2024-07-15,W28,16,15.28,5.89,63.16,0.764,21681,1,1.0
2024-07-15,W29,17,17.31,7.2,51.87,0.743,32388,1,0.0
2024-07-15,W30,44,21.82,8.68,97.43,0.722,32225,1,0.0
2024-07-15,W31,23,23.53,9.86,33.49,0.746,24215,1,1.0
2024-07-15,W32,13,11.93,4.56,68.54,0.914,32799,1,0.0
2024-07-15,W33,27,23.19,10.0,85.7,0.492,16306,1,0.0
2024-07-15,W34,11,14.68,7.63,63.13,0.374,22526,1,0.0
2024-07-15,W35,39,36.38,10.0,24.03,0.452,28545,1,1.0
2024-07-15,W36,45,7.55,2.8,67.27,0.616,32879,1,0.0
2024-07-15,W37,52,18.05,7.98,69.3,0.413,32675,1,0.0
2024-07-15,W38,53,22.43,10.0,61.13,0.574,32082,1,1.0
2024-07-15,W39,15,10.73,4.28,27.19,0.709,20855,1,0.0
2024-07-15,W40,62,21.09,8.48,19.68,0.502,33091,1,0.0
2024-07-15,W41,14,13.4,5.43,51.81,0.643,34894,1,0.0
2024-07-15,W42,25,55.74,10.0,22.99,0.512,17327,1,0.0
2024-07-15,W43,42,22.76,9.97,60.31,0.341,26774,1,0.0
2024-07-15,W44,43,23.66,9.77,76.14,0.613,26589,1,0.0
2024-07-15,W45,31,18.67,9.17,91.73,0.307,29243,1,0.0
2024-07-15,W46,22,55.34,10.0,186.26,0.634,23284,1,0.0
2024-07-15,W47,8,14.42,5.01,20.71,0.893,22600,1,0.0
2024-07-15,W48,26,23.68,8.72,79.25,0.924,38034,1,1.0
2024-07-15,W49,32,20.46,7.7,76.76,0.661,37797,1,0.0
2024-07-15,W50,42,13.45,6.35,75.38,0.409,28168,1,1.0
2024-07-15,W51,22,11.15,5.7,75.26,0.697,34492,1,0.0
2024-07-15,W52,16,23.41,9.64,32.55,0.627,24874,1,0.0
2024-07-15,W53,42,19.01,8.35,62.65,0.683,27183,1,1.0
2024-07-15,W54,46,28.71,10.0,16.6,0.468,30586,1,0.0
2024-07-15,W55,27,20.98,10.0,75.02,0.372,17961,1,0.0
2024-07-15,W56,31,17.75,7.86,56.73,0.401,32340,1,0.0
2024-07-15,W57,34,21.6,9.22,52.39,0.465,18987,1,0.0
2024-07-15,W58,28,17.57,7.08,36.13,0.556,19735,1,1.0
2024-07-15,W59,35,16.3,8.03,25.21,0.413,34830,1,0.0
2024-07-15,W60,25,20.84,7.8,39.25,0.701,23754,1,0.0
2024-07-15,W61,16,11.81,4.71,69.78,0.522,22022,1,0.0
2024-07-15,W62,31,21.24,7.78,87.5,0.8,36329,1,0.0
2024-07-15,W63,15,34.49,10.0,47.29,0.934,43665,1,0.0
2024-07-15,W64,14,16.28,6.32,82.48,0.925,20878,1,0.0
2024-07-15,W65,16,4.93,2.77,54.45,0.943,44920,1,0.0
2024-07-15,W66,31,14.26,5.18,34.98,0.898,23367,1,1.0
2024-07-15,W67,32,19.54,7.57,80.19,0.738,21860,1,0.0
2024-07-15,W68,46,22.28,8.87,79.55,0.634,44352,1,1.0
2024-07-15,W69,18,8.95,3.21,27.27,0.689,23411,1,0.0
2024-07-15,W70,32,17.39,6.34,69.15,0.648,30024,1,0.0
2024-07-15,W71,10,21.66,8.81,45.62,0.664,20801,1,0.0
2024-07-15,W72,25,9.72,4.7,79.09,0.337,23716,1,0.0
2024-07-15,W73,17,11.44,4.88,79.98,0.332,17368,1,0.0
2024-07-15,W74,38,16.86,6.31,23.84,0.56,28403,1,0.0
2024-07-15,W75,37,14.85,6.03,50.62,0.742,31958,1,0.0
2024-07-15,W76,21,19.33,8.31,73.66,0.317,24907,1,1.0
2024-07-15,W77,36,17.29,7.55,64.01,0.673,30328,1,1.0
2024-07-15,W78,23,22.15,9.04,71.33,0.387,15876,1,0.0
2024-07-15,W79,32,28.53,10.0,86.09,0.627,22079,1,0.0
2024-07-15,W80,23,10.61,4.78,26.6,0.614,43000,1,0.0
2024-07-15,W81,15,15.31,5.78,56.63,0.627,26230,1,0.0
2024-07-15,W82,36,13.92,5.38,69.81,0.75,44488,1,0.0
2024-07-15,W83,22,9.42,3.35,70.65,0.755,41464,1,0.0
2024-07-15,W84,13,8.83,2.6,32.92,0.927,36107,1,0.0
2024-07-15,W85,22,24.92,9.51,70.96,0.496,24662,1,0.0
2024-07-15,W86,25,18.64,8.63,31.11,0.371,16679,1,1.0
2024-07-15,W87,60,17.78,7.82,129.73,0.321,24435,1,0.0
2024-07-15,W88,24,12.69,6.49,72.61,0.344,26151,1,0.0
2024-07-15,W89,13,22.43,9.35,57.45,0.479,19452,1,1.0
