week_start_date,ward_id,reported_cases,cholera_cases,typhoid_cases,dysentery_cases,hepatitis_a_cases,hospital_reporting_rate,population_estimate,sanitation_index
2024-06-17,W71,29,7,8,10,4,0.808,20801,0.664
2024-06-17,W72,30,9,6,11,4,0.845,23716,0.337
2024-06-17,W73,15,5,0,4,6,0.829,17368,0.332
2024-06-17,W74,29,4,7,8,10,0.907,28403,0.56
2024-06-17,W75,23,5,9,5,4,0.86,31958,0.742
2024-06-17,W76,40,12,7,13,8,0.759,24907,0.317
2024-06-17,W77,23,6,8,2,7,0.835,30328,0.673
2024-06-17,W78,19,6,5,5,3,0.841,15876,0.387
2024-06-17,W79,24,10,3,5,6,0.903,22079,0.627
2024-06-17,W80,27,7,8,8,4,0.756,43000,0.614
2024-06-17,W81,23,13,5,2,3,0.813,26230,0.627
2024-06-17,W82,34,10,9,11,4,0.862,44488,0.75
2024-06-17,W83,20,6,8,1,5,0.886,41464,0.755
2024-06-17,W84,12,4,1,5,2,0.98,36107,0.927
2024-06-17,W85,27,9,5,8,5,0.798,24662,0.496
2024-06-17,W86,15,5,1,5,4,0.793,16679,0.371
2024-06-17,W87,28,8,6,7,7,0.831,24435,0.321
2024-06-17,W88,43,16,10,9,8,0.888,26151,0.344
2024-06-17,W89,43,13,12,8,10,0.87,19452,0.479
2024-06-17,W90,35,12,7,10,6,0.793,17849,0.417
2024-06-17,W91,20,8,6,4,2,0.808,24823,0.685
2024-06-17,W92,25,7,9,3,6,0.895,34223,0.725
2024-06-17,W93,21,1,6,6,8,0.831,15851,0.559
2024-06-17,W94,24,8,8,7,1,0.824,19000,0.665
2024-06-17,W95,22,4,7,8,3,0.766,20536,0.593
2024-06-17,W96,21,4,7,5,5,0.85,20726,0.47
2024-06-17,W97,36,12,9,11,4,0.942,31281,0.607
2024-06-17,W98,24,8,5,5,6,0.75,18267,0.612
2024-06-17,W99,17,8,4,1,4,0.886,22543,0.631
2024-06-17,W100,35,8,9,9,9,0.898,26657,0.491
2024-06-24,W01,23,5,6,6,6,0.869,40033,0.833
2024-06-24,W02,34,9,10,9,6,0.823,27644,0.555
2024-06-24,W03,20,5,4,2,9,0.877,34271,0.55
2024-06-24,W04,11,3,3,3,2,0.777,22662,0.564
2024-06-24,W05,28,11,6,5,6,0.822,21396,0.494
2024-06-24,W06,38,10,9,12,7,0.796,33431,0.431
2024-06-24,W07,24,8,9,5,2,0.876,34118,0.578
2024-06-24,W08,46,13,9,15,9,0.833,32912,0.321
2024-06-24,W09,51,14,13,14,10,0.789,29502,0.306
2024-06-24,W10,21,4,9,6,2,0.877,32802,0.607
2024-06-24,W11,19,4,4,3,8,0.879,40023,0.673
2024-06-24,W12,17,5,3,7,2,0.829,21560,0.732
2024-06-24,W13,29,10,6,10,3,0.83,36942,0.699
2024-06-24,W14,21,8,9,1,3,0.846,26877,0.829
2024-06-24,W15,25,8,6,6,5,0.783,34494,0.531
2024-06-24,W16,31,11,6,7,7,0.811,23529,0.543
2024-06-24,W17,18,4,6,5,3,0.839,21331,0.544
2024-06-24,W18,49,13,10,14,12,0.777,40882,0.505
2024-06-24,W19,33,12,8,7,6,0.84,23003,0.502
2024-06-24,W20,26,8,5,6,7,0.85,37681,0.777
2024-06-24,W21,22,5,8,3,6,0.919,27539,0.82
2024-06-24,W22,29,8,6,6,9,0.857,34488,0.329
2024-06-24,W23,31,9,10,6,6,0.895,34115,0.587
2024-06-24,W24,23,9,5,6,3,0.836,29948,0.737
2024-06-24,W25,12,0,7,2,3,0.826,20152,0.77
2024-06-24,W26,27,14,4,5,4,0.871,42728,0.571
2024-06-24,W27,28,12,3,7,6,0.842,35597,0.743
2024-06-24,W28,10,0,4,4,2,0.828,21681,0.764
2024-06-24,W29,15,3,3,6,3,0.862,32388,0.743
2024-06-24,W30,32,14,12,4,2,0.978,32225,0.722
2024-06-24,W31,23,6,6,6,5,0.798,24215,0.746
2024-06-24,W32,14,5,0,4,5,0.871,32799,0.914
2024-06-24,W33,18,7,5,2,4,0.748,16306,0.492
2024-06-24,W34,36,11,5,6,14,0.804,22526,0.374
2024-06-24,W35,32,6,7,13,6,0.842,28545,0.452
2024-06-24,W36,40,9,10,12,9,0.773,32879,0.616
2024-06-24,W37,58,13,20,10,15,0.777,32675,0.413
2024-06-24,W38,29,11,6,7,5,0.908,32082,0.574
2024-06-24,W39,14,3,4,2,5,0.876,20855,0.709
2024-06-24,W40,37,11,7,9,10,0.81,33091,0.502
2024-06-24,W41,16,6,4,2,4,0.894,34894,0.643
2024-06-24,W42,18,6,4,3,5,0.748,17327,0.512
2024-06-24,W43,36,10,7,5,14,0.788,26774,0.341
2024-06-24,W44,17,5,7,4,1,0.833,26589,0.613
2024-06-24,W45,41,17,8,8,8,0.75,29243,0.307
2024-06-24,W46,27,9,8,4,6,0.816,23284,0.634
2024-06-24,W47,9,3,3,2,1,0.98,22600,0.893
2024-06-24,W48,18,6,5,3,4,0.951,38034,0.924
2024-06-24,W49,36,14,4,10,8,0.793,37797,0.661
2024-06-24,W50,32,13,5,4,10,0.771,28168,0.409
2024-06-24,W51,34,7,8,13,6,0.878,34492,0.697
2024-06-24,W52,28,7,5,10,6,0.86,24874,0.627
2024-06-24,W53,26,9,4,7,6,0.837,27183,0.683
2024-06-24,W54,47,15,9,11,12,0.797,30586,0.468
2024-06-24,W55,27,9,6,8,4,0.914,17961,0.372
2024-06-24,W56,47,14,10,9,14,0.771,32340,0.401
2024-06-24,W57,26,10,6,5,5,0.828,18987,0.465
2024-06-24,W58,20,10,5,2,3,0.876,19735,0.556
2024-06-24,W59,32,7,8,9,8,0.905,34830,0.413
2024-06-24,W60,15,4,4,4,3,0.824,23754,0.701
2024-06-24,W61,22,5,6,7,4,0.838,22022,0.522
2024-06-24,W62,24,8,4,4,8,0.854,36329,0.8
2024-06-24,W63,33,10,8,6,9,0.95,43665,0.934
2024-06-24,W64,9,2,2,3,2,0.955,20878,0.925
2024-06-24,W65,24,11,4,2,7,0.867,44920,0.943
2024-06-24,W66,15,3,7,1,4,0.888,23367,0.898
2024-06-24,W67,32,12,4,9,7,0.98,21860,0.738
2024-06-24,W68,41,15,13,7,6,0.802,44352,0.634
2024-06-24,W69,21,9,3,3,6,0.726,23411,0.689
2024-06-24,W70,50,11,15,14,10,0.912,30024,0.648
2024-06-24,W71,30,9,6,11,4,0.894,20801,0.664
2024-06-24,W72,26,8,7,4,7,0.705,23716,0.337
2024-06-24,W73,16,6,3,4,3,0.756,17368,0.332
2024-06-24,W74,22,8,4,6,4,0.799,28403,0.56
2024-06-24,W75,30,11,9,5,5,0.925,31958,0.742
2024-06-24,W76,25,7,5,6,7,0.842,24907,0.317
2024-06-24,W77,20,6,6,5,3,0.853,30328,0.673
2024-06-24,W78,27,9,7,6,5,0.74,15876,0.387
2024-06-24,W79,23,4,4,12,3,0.866,22079,0.627
2024-06-24,W80,62,21,16,11,14,0.814,43000,0.614
2024-06-24,W81,41,15,6,12,8,0.849,26230,0.627
2024-06-24,W82,26,9,5,5,7,0.889,44488,0.75
2024-06-24,W83,22,10,5,3,4,0.866,41464,0.755
2024-06-24,W84,25,6,9,6,4,0.915,36107,0.927
2024-06-24,W85,19,10,3,3,3,0.832,24662,0.496
2024-06-24,W86,9,2,3,4,0,0.776,16679,0.371
2024-06-24,W87,33,10,9,7,7,0.71,24435,0.321
2024-06-24,W88,37,11,10,9,7,0.782,26151,0.344
2024-06-24,W89,30,8,4,11,7,0.832,19452,0.479
2024-06-24,W90,31,8,2,13,8,0.868,17849,0.417
2024-06-24,W91,16,5,8,3,0,0.796,24823,0.685
2024-06-24,W92,22,6,9,4,3,0.8,34223,0.725
2024-06-24,W93,9,4,3,0,2,0.811,15851,0.559
2024-06-24,W94,19,5,5,5,4,0.898,19000,0.665
2024-06-24,W95,13,4,4,2,3,0.84,20536,0.593
2024-06-24,W96,33,13,7,6,7,0.745,20726,0.47
2024-06-24,W97,22,5,5,5,7,0.829,31281,0.607
2024-06-24,W98,17,8,2,7,0,0.821,18267,0.612
2024-06-24,W99,21,5,7,4,5,0.81,22543,0.631
2024-06-24,W100,21,8,8,2,3,0.82,26657,0.491
2024-07-01,W01,10,2,3,5,0,0.917,40033,0.833
2024-07-01,W02,24,9,6,6,3,0.839,27644,0.555
2024-07-01,W03,27,6,12,2,7,0.905,34271,0.55
2024-07-01,W04,25,5,7,6,7,0.807,22662,0.564
2024-07-01,W05,22,6,5,6,5,0.804,21396,0.494
2024-07-01,W06,33,8,14,4,7,0.712,33431,0.431
2024-07-01,W07,31,7,8,10,6,0.855,34118,0.578
2024-07-01,W08,41,11,14,12,4,0.682,32912,0.321
2024-07-01,W09,55,24,8,13,10,0.781,29502,0.306
2024-07-01,W10,32,10,8,6,8,0.932,32802,0.607
2024-07-01,W11,34,12,3,5,14,0.789,40023,0.673
2024-07-01,W12,24,4,7,6,7,0.812,21560,0.732
2024-07-01,W13,26,6,8,4,8,0.835,36942,0.699
2024-07-01,W14,21,9,2,4,6,0.891,26877,0.829
2024-07-01,W15,27,5,5,6,11,0.806,34494,0.531
2024-07-01,W16,43,13,8,12,10,0.856,23529,0.543
2024-07-01,W17,18,7,5,6,0,0.834,21331,0.544
2024-07-01,W18,60,24,11,9,16,0.809,40882,0.505
2024-07-01,W19,28,7,7,6,8,0.797,23003,0.502
2024-07-01,W20,40,8,12,10,10,0.884,37681,0.777
2024-07-01,W21,20,8,5,3,4,0.952,27539,0.82
2024-07-01,W22,37,10,10,7,10,0.841,34488,0.329
2024-07-01,W23,45,13,9,13,10,0.862,34115,0.587
2024-07-01,W24,37,8,4,12,13,0.847,29948,0.737
2024-07-01,W25,14,4,4,1,5,0.898,20152,0.77
2024-07-01,W26,44,10,7,16,11,0.811,42728,0.571
2024-07-01,W27,24,9,3,10,2,0.866,35597,0.743
2024-07-01,W28,9,4,3,0,2,0.873,21681,0.764
2024-07-01,W29,34,11,15,5,3,0.897,32388,0.743
2024-07-01,W30,22,11,5,4,2,0.905,32225,0.722
2024-07-01,W31,20,5,5,5,5,0.899,24215,0.746
2024-07-01,W32,9,2,2,2,3,0.953,32799,0.914
2024-07-01,W33,11,3,5,2,1,0.843,16306,0.492
2024-07-01,W34,28,8,7,6,7,0.767,22526,0.374
2024-07-01,W35,39,10,9,10,10,0.821,28545,0.452
2024-07-01,W36,19,6,4,7,2,0.806,32879,0.616
2024-07-01,W37,59,17,8,23,11,0.761,32675,0.413
2024-07-01,W38,22,8,4,6,4,0.843,32082,0.574
2024-07-01,W39,23,7,6,5,5,0.927,20855,0.709
2024-07-01,W40,35,15,9,4,7,0.86,33091,0.502
2024-07-01,W41,33,13,7,5,8,0.907,34894,0.643
2024-07-01,W42,29,9,6,7,7,0.869,17327,0.512
2024-07-01,W43,41,10,12,8,11,0.755,26774,0.341
2024-07-01,W44,28,5,9,6,8,0.835,26589,0.613
2024-07-01,W45,39,11,8,11,9,0.707,29243,0.307
2024-07-01,W46,23,4,10,4,5,0.904,23284,0.634
2024-07-01,W47,16,6,3,7,0,0.836,22600,0.893
2024-07-01,W48,15,4,4,4,3,0.947,38034,0.924
2024-07-01,W49,44,10,16,10,8,0.903,37797,0.661
2024-07-01,W50,39,8,12,7,12,0.806,28168,0.409
2024-07-01,W51,17,6,2,7,2,0.856,34492,0.697
2024-07-01,W52,22,6,6,8,2,0.842,24874,0.627
2024-07-01,W53,39,9,9,13,8,0.782,27183,0.683
2024-07-01,W54,43,11,13,14,5,0.742,30586,0.468
2024-07-01,W55,26,9,5,7,5,0.803,17961,0.372
2024-07-01,W56,49,20,11,11,7,0.837,32340,0.401
2024-07-01,W57,33,15,7,4,7,0.864,18987,0.465
2024-07-01,W58,16,2,6,3,5,0.876,19735,0.556
2024-07-01,W59,55,11,12,15,17,0.874,34830,0.413
2024-07-01,W60,11,4,4,2,1,0.962,23754,0.701
2024-07-01,W61,27,10,3,8,6,0.793,22022,0.522
2024-07-01,W62,10,6,2,2,0,0.948,36329,0.8
2024-07-01,W63,36,10,10,11,5,0.925,43665,0.934
2024-07-01,W64,15,4,4,1,6,0.928,20878,0.925
2024-07-01,W65,20,6,7,5,2,0.945,44920,0.943
2024-07-01,W66,7,3,0,3,1,0.846,23367,0.898
2024-07-01,W67,30,9,9,7,5,0.825,21860,0.738
2024-07-01,W68,44,10,11,12,11,0.838,44352,0.634
2024-07-01,W69,9,2,2,4,1,0.836,23411,0.689
2024-07-01,W70,33,17,6,5,5,0.814,30024,0.648
2024-07-01,W71,22,5,3,4,10,0.832,20801,0.664
2024-07-01,W72,34,10,8,8,8,0.805,23716,0.337
2024-07-01,W73,21,4,7,5,5,0.782,17368,0.332
2024-07-01,W74,32,7,7,11,7,0.902,28403,0.56
2024-07-01,W75,37,15,10,6,6,0.892,31958,0.742
2024-07-01,W76,46,6,16,14,10,0.768,24907,0.317
2024-07-01,W77,21,7,5,8,1,0.867,30328,0.673
2024-07-01,W78,22,4,8,6,4,0.79,15876,0.387
2024-07-01,W79,38,14,13,3,8,0.814,22079,0.627
2024-07-01,W80,35,12,3,10,10,0.802,43000,0.614
2024-07-01,W81,37,10,11,7,9,0.791,26230,0.627
2024-07-01,W82,37,10,8,14,5,0.858,44488,0.75
2024-07-01,W83,27,9,5,6,7,0.909,41464,0.755
2024-07-01,W84,26,8,11,6,1,0.94,36107,0.927
2024-07-01,W85,24,8,5,6,5,0.765,24662,0.496
2024-07-01,W86,18,4,5,4,5,0.716,16679,0.371
2024-07-01,W87,51,16,13,9,13,0.733,24435,0.321
2024-07-01,W88,31,13,7,8,3,0.772,26151,0.344
2024-07-01,W89,30,9,5,8,8,0.784,19452,0.479
2024-07-01,W90,23,6,6,6,5,0.803,17849,0.417
2024-07-01,W91,21,7,5,4,5,0.789,24823,0.685
2024-07-01,W92,42,10,14,7,11,0.874,34223,0.725
2024-07-01,W93,21,7,4,5,5,0.868,15851,0.559
2024-07-01,W94,15,3,2,4,6,0.897,19000,0.665
2024-07-01,W95,12,4,3,3,2,0.706,20536,0.593
2024-07-01,W96,11,3,2,4,2,0.81,20726,0.47
2024-07-01,W97,28,7,6,8,7,0.873,31281,0.607
2024-07-01,W98,9,2,3,1,3,0.785,18267,0.612
2024-07-01,W99,29,6,10,10,3,0.875,22543,0.631
2024-07-01,W100,34,8,10,14,2,0.869,26657,0.491
2024-07-08,W01,52,18,14,10,10,0.914,40033,0.833
2024-07-08,W02,25,8,5,8,4,0.823,27644,0.555
2024-07-08,W03,29,10,5,6,8,0.773,34271,0.55
2024-07-08,W04,20,4,7,7,2,0.843,22662,0.564
2024-07-08,W05,17,5,6,2,4,0.743,21396,0.494
2024-07-08,W06,32,8,6,11,7,0.817,33431,0.431
2024-07-08,W07,20,3,3,6,8,0.862,34118,0.578
2024-07-08,W08,48,11,14,10,13,0.764,32912,0.321
2024-07-08,W09,55,17,15,11,12,0.786,29502,0.306
2024-07-08,W10,34,8,6,9,11,0.831,32802,0.607
2024-07-08,W11,24,10,4,6,4,0.946,40023,0.673
2024-07-08,W12,14,5,4,4,1,0.947,21560,0.732
2024-07-08,W13,41,6,14,12,9,0.868,36942,0.699
2024-07-08,W14,9,2,3,3,1,0.899,26877,0.829
2024-07-08,W15,25,8,4,6,7,0.783,34494,0.531
2024-07-08,W16,27,11,4,6,6,0.831,23529,0.543
2024-07-08,W17,19,4,7,5,3,0.887,21331,0.544
2024-07-08,W18,54,16,13,16,9,0.866,40882,0.505
2024-07-08,W19,17,6,3,3,5,0.771,23003,0.502
2024-07-08,W20,34,9,7,4,14,0.969,37681,0.777
2024-07-08,W21,16,2,4,5,5,0.841,27539,0.82
2024-07-08,W22,19,3,7,5,4,0.77,34488,0.329
2024-07-08,W23,31,11,8,8,4,0.865,34115,0.587
2024-07-08,W24,21,4,3,9,5,0.976,29948,0.737
2024-07-08,W25,18,6,4,6,2,0.851,20152,0.77
2024-07-08,W26,35,11,7,9,8,0.872,42728,0.571
2024-07-08,W27,33,10,3,13,7,0.821,35597,0.743
2024-07-08,W28,10,2,1,2,5,0.922,21681,0.764
2024-07-08,W29,25,11,5,3,6,0.904,32388,0.743
2024-07-08,W30,49,14,17,8,10,0.879,32225,0.722
2024-07-08,W31,8,3,1,2,2,0.897,24215,0.746
2024-07-08,W32,16,4,5,6,1,0.866,32799,0.914
2024-07-08,W33,24,7,8,2,7,0.839,16306,0.492
2024-07-08,W34,38,10,11,10,7,0.781,22526,0.374
2024-07-08,W35,44,19,8,13,4,0.812,28545,0.452
2024-07-08,W36,30,9,8,7,6,0.88,32879,0.616
2024-07-08,W37,45,15,10,10,10,0.776,32675,0.413
2024-07-08,W38,46,15,9,12,10,0.904,32082,0.574
2024-07-08,W39,14,1,4,6,3,0.941,20855,0.709
2024-07-08,W40,60,14,15,16,15,0.802,33091,0.502
2024-07-08,W41,26,12,4,6,4,0.815,34894,0.643
2024-07-08,W42,33,10,9,9,5,0.769,17327,0.512
2024-07-08,W43,40,17,8,9,6,0.717,26774,0.341
2024-07-08,W44,25,4,7,9,5,0.784,26589,0.613
2024-07-08,W45,56,10,21,13,12,0.703,29243,0.307
2024-07-08,W46,13,1,1,6,5,0.844,23284,0.634
2024-07-08,W47,26,7,4,14,1,0.92,22600,0.893
2024-07-08,W48,14,4,3,6,1,0.962,38034,0.924
2024-07-08,W49,61,13,16,15,17,0.854,37797,0.661
2024-07-08,W50,34,10,9,7,8,0.741,28168,0.409
2024-07-08,W51,31,12,7,6,6,0.853,34492,0.697
2024-07-08,W52,36,9,13,10,4,0.901,24874,0.627
2024-07-08,W53,36,7,7,9,13,0.789,27183,0.683
2024-07-08,W54,45,14,6,11,14,0.837,30586,0.468
2024-07-08,W55,23,8,5,7,3,0.858,17961,0.372
2024-07-08,W56,47,14,10,14,9,0.869,32340,0.401
2024-07-08,W57,22,7,3,4,8,0.848,18987,0.465
2024-07-08,W58,9,2,4,3,0,0.923,19735,0.556
2024-07-08,W59,68,15,21,17,15,0.793,34830,0.413
2024-07-08,W60,26,8,6,6,6,0.875,23754,0.701
2024-07-08,W61,21,6,4,7,4,0.934,22022,0.522
2024-07-08,W62,33,10,9,6,8,0.88,36329,0.8
2024-07-08,W63,41,10,13,9,9,0.967,43665,0.934
2024-07-08,W64,18,9,3,3,3,0.935,20878,0.925
2024-07-08,W65,16,4,4,6,2,0.942,44920,0.943
2024-07-08,W66,3,1,2,0,0,0.943,23367,0.898
2024-07-08,W67,27,7,9,4,7,0.904,21860,0.738
2024-07-08,W68,37,9,7,12,9,0.913,44352,0.634
2024-07-08,W69,16,5,3,3,5,0.841,23411,0.689
2024-07-08,W70,28,6,8,5,9,0.837,30024,0.648
2024-07-08,W71,24,8,5,7,4,0.906,20801,0.664
2024-07-08,W72,32,12,7,7,6,0.814,23716,0.337
2024-07-08,W73,20,5,6,5,4,0.802,17368,0.332
2024-07-08,W74,25,7,5,5,8,0.831,28403,0.56
2024-07-08,W75,39,9,11,11,8,0.919,31958,0.742
2024-07-08,W76,16,2,2,8,4,0.895,24907,0.317
2024-07-08,W77,26,10,5,6,5,0.98,30328,0.673
2024-07-08,W78,37,15,7,7,8,0.78,15876,0.387
2024-07-08,W79,29,7,7,4,11,0.869,22079,0.627
2024-07-08,W80,63,19,14,22,8,0.93,43000,0.614
2024-07-08,W81,20,6,4,4,6,0.911,26230,0.627
2024-07-08,W82,22,8,3,8,3,0.805,44488,0.75
2024-07-08,W83,15,5,1,7,2,0.888,41464,0.755
2024-07-08,W84,23,11,3,4,5,0.951,36107,0.927
2024-07-08,W85,21,6,4,6,5,0.866,24662,0.496
2024-07-08,W86,30,12,7,4,7,0.817,16679,0.371
2024-07-08,W87,26,5,11,5,5,0.778,24435,0.321
2024-07-08,W88,40,8,7,16,9,0.844,26151,0.344
2024-07-08,W89,21,6,7,6,2,0.856,19452,0.479
2024-07-08,W90,15,4,5,2,4,0.936,17849,0.417
2024-07-08,W91,23,4,7,7,5,0.77,24823,0.685
2024-07-08,W92,37,12,10,10,5,0.944,34223,0.725
2024-07-08,W93,12,4,3,1,4,0.835,15851,0.559
2024-07-08,W94,16,5,4,5,2,0.861,19000,0.665
2024-07-08,W95,11,2,5,1,3,0.838,20536,0.593
2024-07-08,W96,30,5,7,13,5,0.958,20726,0.47
2024-07-08,W97,19,10,2,4,3,0.896,31281,0.607
2024-07-08,W98,19,8,4,5,2,0.819,18267,0.612
2024-07-08,W99,25,8,5,9,3,0.918,22543,0.631
2024-07-08,W100,31,14,9,3,5,0.843,26657,0.491
2024-07-15,W01,46,13,13,12,8,0.917,40033,0.833
2024-07-15,W02,19,9,2,4,4,0.847,27644,0.555
2024-07-15,W03,32,12,8,8,4,0.797,34271,0.55
2024-07-15,W04,25,6,6,6,7,0.832,22662,0.564
2024-07-15,W05,24,7,7,6,4,0.758,21396,0.494
2024-07-15,W06,32,2,14,10,6,0.861,33431,0.431
2024-07-15,W07,26,9,5,3,9,0.733,34118,0.578
2024-07-15,W08,34,13,11,5,5,0.696,32912,0.321
2024-07-15,W09,65,18,19,15,13,0.729,29502,0.306
2024-07-15,W10,32,12,7,4,9,0.796,32802,0.607
2024-07-15,W11,45,12,8,15,10,0.806,40023,0.673
2024-07-15,W12,12,2,3,3,4,0.917,21560,0.732
2024-07-15,W13,22,7,5,5,5,0.862,36942,0.699
2024-07-15,W14,18,7,5,3,3,0.95,26877,0.829
2024-07-15,W15,24,9,6,6,3,0.797,34494,0.531
2024-07-15,W16,26,6,5,9,6,0.843,23529,0.543
2024-07-15,W17,32,7,11,9,5,0.839,21331,0.544
2024-07-15,W18,36,14,9,10,3,0.866,40882,0.505
2024-07-15,W19,19,3,3,8,5,0.792,23003,0.502
2024-07-15,W20,18,5,4,4,5,0.833,37681,0.777
2024-07-15,W21,30,11,8,7,4,0.974,27539,0.82
2024-07-15,W22,38,4,14,11,9,0.773,34488,0.329
2024-07-15,W23,27,6,9,8,4,0.905,34115,0.587
2024-07-15,W24,48,18,17,4,9,0.889,29948,0.737
2024-07-15,W25,16,5,4,5,2,0.911,20152,0.77
2024-07-15,W26,57,14,20,12,11,0.835,42728,0.571
2024-07-15,W27,24,6,6,7,5,0.792,35597,0.743
2024-07-15,W28,16,4,4,6,2,0.933,21681,0.764
2024-07-15,W29,17,2,4,7,4,0.9,32388,0.743
2024-07-15,W30,44,11,11,13,9,0.874,32225,0.722
2024-07-15,W31,23,7,5,6,5,0.843,24215,0.746
2024-07-15,W32,13,2,6,3,2,0.894,32799,0.914
2024-07-15,W33,27,7,10,5,5,0.824,16306,0.492
2024-07-15,W34,11,2,5,3,1,0.841,22526,0.374
2024-07-15,W35,39,14,10,6,9,0.806,28545,0.452
2024-07-15,W36,45,16,9,12,8,0.906,32879,0.616
2024-07-15,W37,52,16,10,14,12,0.81,32675,0.413
2024-07-15,W38,53,16,13,15,9,0.922,32082,0.574
2024-07-15,W39,15,2,3,4,6,0.874,20855,0.709
2024-07-15,W40,62,20,17,11,14,0.801,33091,0.502
2024-07-15,W41,14,3,3,5,3,0.852,34894,0.643
2024-07-15,W42,25,8,4,7,6,0.838,17327,0.512
2024-07-15,W43,42,10,10,12,10,0.799,26774,0.341
2024-07-15,W44,43,17,10,9,7,0.933,26589,0.613
2024-07-15,W45,31,15,6,7,3,0.734,29243,0.307
2024-07-15,W46,22,8,4,1,9,0.773,23284,0.634
2024-07-15,W47,8,3,0,4,1,0.965,22600,0.893
2024-07-15,W48,26,10,3,10,3,0.92,38034,0.924
2024-07-15,W49,32,10,12,6,4,0.844,37797,0.661
2024-07-15,W50,42,19,7,5,11,0.8,28168,0.409
2024-07-15,W51,22,4,4,9,5,0.938,34492,0.697
2024-07-15,W52,16,2,7,2,5,0.78,24874,0.627
2024-07-15,W53,42,9,12,10,11,0.915,27183,0.683
2024-07-15,W54,46,14,11,10,11,0.756,30586,0.468
2024-07-15,W55,27,7,9,3,8,0.818,17961,0.372
2024-07-15,W56,31,9,10,11,1,0.903,32340,0.401
2024-07-15,W57,34,9,6,13,6,0.799,18987,0.465
2024-07-15,W58,28,6,7,5,10,0.878,19735,0.556
2024-07-15,W59,35,9,12,2,12,0.802,34830,0.413
2024-07-15,W60,25,11,3,7,4,0.851,23754,0.701
2024-07-15,W61,16,3,7,4,2,0.815,22022,0.522
2024-07-15,W62,31,10,6,5,10,0.886,36329,0.8
2024-07-15,W63,15,4,3,3,5,0.808,43665,0.934
2024-07-15,W64,14,1,5,4,4,0.98,20878,0.925
2024-07-15,W65,16,10,1,5,0,0.917,44920,0.943
2024-07-15,W66,31,13,10,5,3,0.947,23367,0.898
2024-07-15,W67,32,10,9,7,6,0.82,21860,0.738
2024-07-15,W68,46,12,10,15,9,0.912,44352,0.634
2024-07-15,W69,18,5,3,5,5,0.886,23411,0.689
2024-07-15,W70,32,10,6,8,8,0.931,30024,0.648
2024-07-15,W71,10,2,5,1,2,0.895,20801,0.664
2024-07-15,W72,25,8,6,6,5,0.783,23716,0.337
2024-07-15,W73,17,6,5,2,4,0.816,17368,0.332
2024-07-15,W74,38,9,9,9,11,0.789,28403,0.56
2024-07-15,W75,37,8,8,13,8,0.913,31958,0.742
2024-07-15,W76,21,6,7,5,3,0.765,24907,0.317
2024-07-15,W77,36,9,9,10,8,0.844,30328,0.673
2024-07-15,W78,23,5,6,6,6,0.78,15876,0.387
2024-07-15,W79,32,8,6,13,5,0.842,22079,0.627
2024-07-15,W80,23,9,6,5,3,0.815,43000,0.614
2024-07-15,W81,15,3,3,6,3,0.752,26230,0.627
2024-07-15,W82,36,13,12,2,9,0.898,44488,0.75
2024-07-15,W83,22,11,3,4,4,0.885,41464,0.755
2024-07-15,W84,13,3,2,3,5,0.927,36107,0.927
2024-07-15,W85,22,6,6,6,4,0.838,24662,0.496
2024-07-15,W86,25,8,6,3,8,0.789,16679,0.371
2024-07-15,W87,60,18,11,18,13,0.819,24435,0.321
2024-07-15,W88,24,7,6,8,3,0.746,26151,0.344
2024-07-15,W89,13,5,3,3,2,0.855,19452,0.479
2024-07-15,W90,17,5,4,5,3,0.759,17849,0.417
2024-07-15,W91,22,8,7,5,2,0.828,24823,0.685
2024-07-15,W92,48,18,9,10,11,0.879,34223,0.725
2024-07-15,W93,15,5,2,6,2,0.815,15851,0.559
2024-07-15,W94,19,4,3,7,5,0.846,19000,0.665
2024-07-15,W95,24,6,9,4,5,0.857,20536,0.593
2024-07-15,W96,15,7,3,0,5,0.837,20726,0.47
2024-07-15,W97,38,15,8,7,8,0.866,31281,0.607
2024-07-15,W98,19,8,5,5,1,0.852,18267,0.612
2024-07-15,W99,15,4,6,1,4,0.862,22543,0.631
2024-07-15,W100,21,6,3,5,7,0.877,26657,0.491
2024-07-22,W01,30,5,8,12,5,0.91,40033,0.833
2024-07-22,W02,15,7,2,1,5,0.797,27644,0.555
2024-07-22,W03,32,11,4,10,7,0.836,34271,0.55
2024-07-22,W04,18,4,3,5,6,0.825,22662,0.564
2024-07-22,W05,27,9,8,4,6,0.886,21396,0.494
2024-07-22,W06,26,9,7,6,4,0.789,33431,0.431
2024-07-22,W07,50,13,7,20,10,0.886,34118,0.578
2024-07-22,W08,23,8,5,2,8,0.761,32912,0.321
2024-07-22,W09,49,17,9,11,12,0.768,29502,0.306
2024-07-22,W10,28,13,5,5,5,0.806,32802,0.607
2024-07-22,W11,29,8,11,4,6,0.866,40023,0.673
2024-07-22,W12,21,6,6,5,4,0.881,21560,0.732
2024-07-22,W13,25,7,11,7,0,0.853,36942,0.699
2024-07-22,W14,15,7,2,4,2,0.859,26877,0.829
2024-07-22,W15,56,21,11,12,12,0.839,34494,0.531
2024-07-22,W16,30,11,7,6,6,0.742,23529,0.543
2024-07-22,W17,30,9,11,5,5,0.817,21331,0.544
2024-07-22,W18,49,16,15,7,11,0.83,40882,0.505
2024-07-22,W19,25,7,6,4,8,0.863,23003,0.502
